epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,6587.84,0.56949,0.67756,1.75066,0.83329,0.32887,0.40469,0.31417,0.26949,0.32864,0.40461,0.31391,0.24449,0.6293,0.84646,2.09687,0.87647,0.000334628,0.000334628,0.000334628
47,6726.55,0.5635,0.65836,1.68178,0.83606,0.3633,0.41953,0.30004,0.25235,0.36292,0.41871,0.2989,0.23473,0.64473,0.84357,2.09749,0.87892,0.000331486,0.000331486,0.000331486
48,6870.17,0.55592,0.65772,1.66414,0.83301,0.32632,0.43567,0.29691,0.25658,0.3262,0.43559,0.29676,0.23197,0.61893,0.84896,2.05792,0.87356,0.000328345,0.000328345,0.000328345
49,7009.96,0.561,0.66376,1.67325,0.83034,0.2951,0.45715,0.32254,0.27641,0.29844,0.45553,0.32183,0.25063,0.62106,0.84285,2.07481,0.86946,0.000325203,0.000325203,0.000325203
50,7149.78,0.5425,0.64014,1.6539,0.82679,0.27228,0.45781,0.32183,0.27594,0.27266,0.45855,0.3227,0.2518,0.61866,0.83003,2.0679,0.86757,0.000322062,0.000322062,0.000322062
51,7290.6,0.54577,0.63917,1.62658,0.8281,0.34437,0.42913,0.32063,0.27478,0.34388,0.43313,0.32002,0.25085,0.61677,0.8627,2.05633,0.87187,0.00031892,0.00031892,0.00031892
52,7431.81,0.55344,0.64469,1.65891,0.83517,0.26532,0.45213,0.31167,0.26707,0.26766,0.45302,0.31184,0.24778,0.62482,0.85841,2.13112,0.87158,0.000315778,0.000315778,0.000315778
53,7570.99,0.548,0.61574,1.65352,0.82455,0.31486,0.41082,0.30192,0.25519,0.31424,0.41081,0.30184,0.23617,0.62014,0.83102,2.0701,0.86965,0.000312637,0.000312637,0.000312637
54,7712.22,0.54324,0.63838,1.64705,0.8325,0.27667,0.473,0.30657,0.26302,0.27639,0.47267,0.30547,0.23973,0.63014,0.85986,2.05123,0.87101,0.000309495,0.000309495,0.000309495
55,7853.27,0.56137,0.65446,1.59686,0.82866,0.26796,0.48643,0.31121,0.26546,0.27072,0.49018,0.31356,0.24308,0.6293,0.8457,2.06731,0.86885,0.000306354,0.000306354,0.000306354
56,7995.3,0.54877,0.63959,1.63579,0.8306,0.27759,0.46725,0.33499,0.28788,0.27766,0.46716,0.33506,0.26423,0.62694,0.85105,2.058,0.86998,0.000303212,0.000303212,0.000303212
57,8139.49,0.53869,0.63873,1.54861,0.83353,0.28768,0.4216,0.31063,0.26995,0.28756,0.42152,0.31066,0.24908,0.61577,0.8319,2.09517,0.86863,0.00030007,0.00030007,0.00030007
58,8280.74,0.54455,0.64694,1.57569,0.82847,0.30282,0.39648,0.32572,0.27984,0.30261,0.39615,0.32556,0.25787,0.61859,0.81589,2.07274,0.86804,0.000296929,0.000296929,0.000296929
59,8425.31,0.54664,0.6445,1.53406,0.82891,0.26544,0.47966,0.31559,0.27544,0.26544,0.4791,0.31497,0.24767,0.61308,0.82965,2.06097,0.87113,0.000293787,0.000293787,0.000293787
60,8566.46,0.54285,0.63509,1.54913,0.82883,0.3575,0.40054,0.3117,0.26552,0.35534,0.40067,0.31102,0.24149,0.62571,0.83142,2.0992,0.86838,0.000290646,0.000290646,0.000290646
61,8706.55,0.53456,0.63011,1.53526,0.82658,0.30328,0.45157,0.33968,0.29392,0.30314,0.44891,0.33983,0.26685,0.6219,0.84301,1.97605,0.86803,0.000287504,0.000287504,0.000287504
62,8846.61,0.53487,0.62526,1.4757,0.82668,0.26527,0.47266,0.32897,0.28214,0.26553,0.47191,0.32813,0.25923,0.62294,0.82534,2.04418,0.86892,0.000284362,0.000284362,0.000284362
63,8985.8,0.53344,0.61101,1.45918,0.82442,0.27679,0.51567,0.30501,0.26162,0.2768,0.51559,0.30458,0.23974,0.62195,0.84543,2.10583,0.87424,0.000281221,0.000281221,0.000281221
64,9126.7,0.53015,0.63079,1.4625,0.82935,0.30126,0.50292,0.32775,0.28103,0.30107,0.50259,0.32704,0.25439,0.61075,0.83408,2.01768,0.86934,0.000278079,0.000278079,0.000278079
65,9268.29,0.55303,0.64466,1.47341,0.82778,0.2486,0.51182,0.31047,0.26571,0.24803,0.51122,0.30933,0.24255,0.6178,0.87404,2.02422,0.87068,0.000274938,0.000274938,0.000274938
66,9409.41,0.53155,0.6242,1.46652,0.82908,0.27433,0.50179,0.3192,0.27724,0.27567,0.49791,0.3189,0.25185,0.61271,0.83713,1.89223,0.8713,0.000271796,0.000271796,0.000271796
67,9550.27,0.53994,0.62377,1.48038,0.82638,0.28021,0.47878,0.30256,0.26147,0.28052,0.47952,0.30264,0.23776,0.61357,0.8295,2.08822,0.8688,0.000268654,0.000268654,0.000268654
68,9690.92,0.52936,0.6247,1.44918,0.82588,0.26376,0.48161,0.3108,0.27156,0.26531,0.48092,0.31099,0.2443,0.61731,0.83585,2.06978,0.86668,0.000265513,0.000265513,0.000265513
69,9830.72,0.52562,0.60895,1.43085,0.82111,0.28453,0.46908,0.32509,0.27873,0.28732,0.46854,0.32524,0.25553,0.62555,0.83506,1.95886,0.87367,0.000262371,0.000262371,0.000262371
70,9972.49,0.53862,0.64264,1.44201,0.82572,0.28349,0.49318,0.31207,0.26905,0.2833,0.49284,0.31169,0.24253,0.61927,0.86714,1.9823,0.87066,0.00025923,0.00025923,0.00025923
71,10112.2,0.51509,0.61335,1.39423,0.82629,0.33429,0.39591,0.30701,0.26299,0.33449,0.39526,0.30667,0.23706,0.62614,0.85318,2.11192,0.87288,0.000256088,0.000256088,0.000256088
72,10253.7,0.52489,0.61192,1.37953,0.82202,0.30062,0.47684,0.33137,0.28753,0.30062,0.47684,0.33082,0.26006,0.6192,0.85838,2.14876,0.87074,0.000252946,0.000252946,0.000252946
73,10393.8,0.52389,0.59854,1.41637,0.82168,0.29216,0.47443,0.32816,0.28382,0.2926,0.47517,0.32821,0.26087,0.62486,0.83076,2.13425,0.87168,0.000249805,0.000249805,0.000249805
74,10534.4,0.51235,0.60342,1.36348,0.82186,0.31743,0.48561,0.32709,0.28288,0.31815,0.48238,0.32577,0.25524,0.62224,0.84801,2.05694,0.87294,0.000246663,0.000246663,0.000246663
75,10675.6,0.52056,0.6082,1.31171,0.82358,0.32168,0.46038,0.33934,0.29326,0.32423,0.4598,0.33936,0.26379,0.61502,0.83641,2.00004,0.86802,0.000243522,0.000243522,0.000243522
76,10817,0.53975,0.63685,1.33555,0.82337,0.30775,0.42831,0.32236,0.27709,0.30702,0.42771,0.32101,0.25102,0.63316,0.88399,2.03603,0.87602,0.00024038,0.00024038,0.00024038
